"","Dates","USD","CNY","EUR","GBP","JPY"
"782","Apr 15, 2020",1.00147012408859,1.02843384464619,0.97705962292666,1.00537081184418,0.988412667691507
"781","Apr 14, 2020",1.0055707383168,1.02986878021879,0.974745366029918,1.00076967184412,0.989874564823652
"780","Apr 13, 2020",1.00136826289964,1.02614675485317,0.976533903638794,1.00564600142691,0.990978526997731
"779","Apr 10, 2020",1.00003196647139,1.02236533078952,0.973314773966409,1.00895297031854,0.995991804270976
"778","Apr 9, 2020",0.999770978297874,1.02314443635813,0.973699249752586,1.00831280849316,0.995731870498305
"777","Apr 8, 2020",0.996059709603659,1.02264619503065,0.976339953777551,1.01032667868204,0.995236595345424
"776","Apr 7, 2020",0.996530166944092,1.02020432853184,0.973937199880857,1.01531136119483,0.994700160210194
"775","Apr 3, 2020",0.993026153967072,1.02339855932721,0.977805742453368,1.01760539160139,0.988923116878787
"774","Apr 2, 2020",0.997304015618195,1.02654655813331,0.977559625314312,1.0110875866344,0.988238447943399
"773","Apr 1, 2020",0.999916597739237,1.03156035563814,0.970754580945139,1.01499261127469,0.983941435861849
"772","Mar 31, 2020",1.00162623530729,1.03076265370064,0.966444047159194,1.01333012271571,0.989026584748384
"771","Mar 30, 2020",1.00090963165546,1.03261390198673,0.964154568012974,1.01273090384739,0.990892264118001
"770","Mar 27, 2020",1.00318978877162,1.03438322916176,0.958342560322006,1.01176082855506,0.993886495348979
"769","Mar 26, 2020",0.994558725447601,1.02218896945114,0.959836504910421,1.0239243870232,1.00085975859937
"768","Mar 25, 2020",0.982551796884334,1.01574466740372,0.96111240163566,1.0390926591752,1.00330167414844
"767","Mar 24, 2020",0.980269935568516,1.00600766530381,0.967123154101605,1.04739484006466,1.0010616310158
"766","Mar 23, 2020",0.974765374432024,1.00453677087008,0.967606373810863,1.06037424448203,0.995350815265682
"765","Mar 20, 2020",0.976414310997853,1.00673262584322,0.971737499502919,1.05370304273911,0.993538095168323
"764","Mar 19, 2020",0.973591710574007,1.0055623783144,0.969239304842862,1.06484682002095,0.989682657952881
"763","Mar 18, 2020",0.986057959679925,1.00971257647128,0.959084367807893,1.06733123792468,0.981168865030883
"762","Mar 17, 2020",0.996857357329395,1.01504971803448,0.96481361896713,1.03919154338007,0.985690651095424
"761","Mar 16, 2020",1.00759849533074,1.02386401598971,0.959014980867214,1.03203203090039,0.979380926597301
"760","Mar 13, 2020",1.00209763436748,1.02048755215958,0.960392453416154,1.02539051819183,0.992988492341733
"759","Mar 12, 2020",1.01389690058902,1.03556759702432,0.964901776281684,1.01325995065775,0.974145364774906
"758","Mar 11, 2020",1.02163686092823,1.03324518990613,0.964873216286978,1.00109886648816,0.98073761647274
"757","Mar 10, 2020",1.02118936292956,1.03218425297984,0.963581022072435,0.993988440082332,0.990528365621876
"756","Mar 9, 2020",1.03458363269277,1.04424954780576,0.961793874181866,0.989737376469749,0.97236232340861
"755","Mar 6, 2020",1.02486846592281,1.03228436607289,0.966616229541457,0.986752990874037,0.990991627456897
"754","Mar 5, 2020",1.02091773539062,1.02907641424021,0.966802032120318,0.9892345238513,0.995233091235173
"753","Mar 4, 2020",1.01526193358565,1.02173796614517,0.97041534471518,0.991025249657858,1.00239753666757
"752","Mar 3, 2020",1.01467113117453,1.02642146015679,0.966718605124345,0.995038092576606,0.998180745515004
"751","Mar 2, 2020",1.01084208228964,1.02240119361524,0.966405916245397,0.995982360763327,1.00527321580011
"750","Feb 28, 2020",1.00951128307517,1.02560232644052,0.974481939990288,0.98934388842648,1.00181782641415
"749","Feb 27, 2020",1.00687567245064,1.02475344691172,0.974295554896091,0.981827125755676,1.01316228944877
"748","Feb 26, 2020",1.00295568829283,1.02338699577705,0.98117783194246,0.976492477519933,1.01686132679547
"747","Feb 25, 2020",1.00517464403362,1.024336684819,0.983348605993933,0.971075240353625,1.01708057820682
"746","Feb 24, 2020",1.00214980490083,1.02356942280486,0.982736152480185,0.973693232981293,1.01880475988082
"745","Feb 21, 2020",1.00108822042235,1.02215059409353,0.982547576425171,0.969768837725382,1.02563055398701
"744","Feb 20, 2020",0.997749331460425,1.01813256904137,0.984792927156202,0.973178547572217,1.02715687304511
"743","Feb 19, 2020",1.00081573260445,1.01766977026757,0.98579550713375,0.973277267289665,1.02332972163099
"742","Feb 18, 2020",1.00451500268813,1.02128538087694,0.990722300682084,0.97081661021197,1.01346165178011
"741","Feb 17, 2020",1.00586299344452,1.02033205703533,0.988090427514585,0.971613857721009,1.01491400559746
"740","Feb 14, 2020",1.00652197175823,1.02181950285189,0.989059163733049,0.969215277240243,1.01428506473663
"739","Feb 13, 2020",1.0068456910159,1.02069982218414,0.988519920588682,0.969653501901856,1.01516596575573
"738","Feb 12, 2020",1.00577999202346,1.01887414474643,0.984583138546006,0.974945676399166,1.01658490057793
"737","Feb 11, 2020",1.00715880380538,1.01940749855546,0.982073635088991,0.976914934712592,1.01520423727623
"736","Feb 10, 2020",1.00599600749087,1.02092011605412,0.98136811161829,0.978694193491873,1.01375504381713
"735","Feb 7, 2020",1.00584082007307,1.02326177320686,0.978111945948651,0.980186128971823,1.01341394900944
"734","Feb 6, 2020",1.00744561989778,1.02038579873319,0.9765627738594,0.978965249942131,1.01752840132913
"733","Feb 5, 2020",1.00916134226199,1.02257811613366,0.976614680558385,0.975180284374542,1.01750075285823
"732","Feb 4, 2020",1.01023327351497,1.02728994154491,0.973673474367012,0.974058316491255,1.01598430307681
"731","Feb 3, 2020",1.01086417679062,1.0313097100294,0.972882797928769,0.977333815856743,1.00882221444654
"730","Jan 31, 2020",1.01770724309901,1.02575154137497,0.976435666768973,0.96860564976442,1.0128481138509
"729","Jan 30, 2020",1.01386981494564,1.02188378090659,0.978149654355215,0.972723948602195,1.01442836961368
"728","Jan 29, 2020",1.0122479450046,1.02024909116333,0.978524304048086,0.976763942409263,1.01308443674136
"727","Jan 28, 2020",1.01232065468214,1.02032237556248,0.977624832350304,0.976198143571486,1.01445850933807
"726","Jan 27, 2020",1.01313674447095,1.0211449159978,0.978628627575717,0.975075695771764,1.0129506942011
"725","Jan 24, 2020",1.01284586214496,1.02085173444065,0.977916425281202,0.97314138809178,1.01628680392251
"724","Jan 23, 2020",1.0137329077506,1.02174579155132,0.976075346834696,0.970554687405404,1.01913154044269
"723","Jan 22, 2020",1.01497965282837,1.01856333932325,0.973818689791899,0.970345543205307,1.02364672726717
"722","Jan 21, 2020",1.01333851132554,1.01681333643739,0.973106977028103,0.975524522399333,1.02236374643697
"721","Jan 20, 2020",1.01348376918736,1.01121597353104,0.972275594644567,0.97872047367434,1.02539506497801
"720","Jan 17, 2020",1.01360986977065,1.01029611970602,0.972936009110349,0.97896960283038,1.02524344186884
"719","Jan 16, 2020",1.01500993142518,1.01450849531126,0.970066436856485,0.975093094066706,1.02665957254428
"718","Jan 15, 2020",1.01476694591871,1.01603498069414,0.968646085258014,0.977919647593485,1.02389807811044
"717","Jan 14, 2020",1.0141261533654,1.01439138839963,0.969869450557546,0.978703729614231,1.02408956337459
"716","Jan 13, 2020",1.01350669654167,1.01518549234257,0.968845518003271,0.980525388035036,1.02309178420523
"715","Jan 10, 2020",1.0145142226498,1.01995362151584,0.970996475792121,0.976019022845771,1.01973071300591
"714","Jan 9, 2020",1.0138880343699,1.02118028517287,0.971692161944285,0.974907039456317,1.01956677554119
"713","Jan 8, 2020",1.01470297339803,1.02412417270642,0.972473184936227,0.973140821202055,1.0168458591191
"712","Jan 7, 2020",1.01729479579683,1.02659224616307,0.970734203759292,0.973837046007793,1.01290467042703
"711","Jan 6, 2020",1.01797191256557,1.03183122823146,0.967587991400801,0.971287687400794,1.01301805053582
"710","Jan 3, 2020",1.0169083640843,1.02920175087242,0.969716022760116,0.976278026129938,1.00925190592115
"709","Jan 2, 2020",1.01713494988273,1.02925372789159,0.968957722347039,0.972150466611122,1.01405300576868
"708","Jan 1, 2020",1.01934237344228,1.03132453028105,0.967697139833071,0.966191590055103,1.01737687993
"707","Dec 31, 2019",1.01970884183186,1.03169530643006,0.968045041011004,0.965513988195114,1.01699361307297
"706","Dec 30, 2019",1.01589547623041,1.03130594768885,0.965614327060941,0.97326335045318,1.01561564091421
"705","Dec 27, 2019",1.01363383103527,1.03035025429821,0.965406654614543,0.973898467888773,1.01838044065632
"704","Dec 26, 2019",1.01049401721277,1.02726143751785,0.969192292613543,0.97710289690532,1.01726713843731
"703","Dec 25, 2019",1.01060555996918,1.02633225823469,0.969837118539877,0.979623306340273,1.0147812325611
"702","Dec 24, 2019",1.00969872674576,1.02806675496141,0.969289283291116,0.980012899121877,1.01414878081644
"701","Dec 23, 2019",1.00939219150683,1.02851730110282,0.968995015987235,0.980476320208479,1.01384089458206
"700","Dec 20, 2019",1.01038719690226,1.02866498281893,0.97070301641722,0.976237912322951,1.01530414864552
"699","Dec 19, 2019",1.01123606487518,1.03005816503218,0.967858935109911,0.976676923067659,1.01560004385315
"698","Dec 18, 2019",1.01201282325794,1.0300553342519,0.969356401968943,0.972341005082734,1.01777398339402
"697","Dec 17, 2019",1.01383042967767,1.03075632892211,0.967860045106871,0.970138529014343,1.01913649289424
"696","Dec 16, 2019",1.01689994311645,1.03333039132047,0.971223330450657,0.958382519577397,1.02240881251723
"695","Dec 13, 2019",1.01672780122482,1.03256454479765,0.973115102566638,0.958603520591913,1.02111547973529
"694","Dec 12, 2019",1.01467027544613,1.029796784064,0.97028182592954,0.968519924935827,1.01839691313026
"693","Dec 11, 2019",1.01498893388562,1.03806926577367,0.970586544122239,0.966528600316514,1.01172710185128
"692","Dec 10, 2019",1.0135547074102,1.03592498479648,0.972559413230751,0.967964484360459,1.01169343717347
"691","Dec 9, 2019",1.01296231686877,1.03607015636261,0.974578646320048,0.968289647787113,1.00970699769786
"690","Dec 6, 2019",1.01281911637073,1.03529088875348,0.974764284217578,0.968661780853625,1.01002923725117
"689","Dec 5, 2019",1.01338125346661,1.03730849489583,0.971314336079492,0.967798832466354,1.01198553968441
"688","Dec 4, 2019",1.01175670880614,1.03639533606679,0.972126430057803,0.970060993202624,1.01129221669853
"687","Dec 3, 2019",1.01023606604258,1.03651104037117,0.970127704932006,0.976853469564484,1.00773157850396
"686","Dec 2, 2019",1.00921842404582,1.0322408573276,0.969580148529815,0.980180728467674,1.01005241227614
"685","Nov 29, 2019",1.00726813011464,1.02923621437866,0.97317432858442,0.978539663531402,1.01290979350065
"684","Nov 28, 2019",1.00673681799276,1.02913215194139,0.973303940162663,0.979541389437859,1.01237550552352
"683","Nov 27, 2019",1.00677717568361,1.02823718348228,0.974307406207067,0.978948179748143,1.0127858540804
"682","Nov 26, 2019",1.00713011801774,1.02925616219545,0.972719392324958,0.983467178946335,1.00842474859824
"681","Nov 25, 2019",1.00767622215277,1.03022422764679,0.973890377556906,0.981468284222673,1.00776874590836
"680","Nov 22, 2019",1.00718880234571,1.03026737696901,0.972454457272802,0.986181974705384,1.00487682731508
"679","Nov 21, 2019",1.0094541648438,1.03101523632166,0.971633210503728,0.982058499608692,1.00695161572519
"678","Nov 20, 2019",1.00971898355782,1.03225401339879,0.970598418361968,0.981681806102579,1.00693764396488
"677","Nov 19, 2019",1.01023311157166,1.03156128254813,0.97055498297454,0.981927798858947,1.00689380461944
"676","Nov 18, 2019",1.01033993878105,1.03143548085316,0.971302855462529,0.98000054371023,1.00811349873599
"675","Nov 15, 2019",1.0095077752028,1.0279896751019,0.972222070253854,0.983252201705255,1.00802470437338
"674","Nov 14, 2019",1.00895922301379,1.02926360561662,0.9742712156659,0.984112381989706,1.00432714504568
"673","Nov 13, 2019",1.00732045866038,1.02798704523214,0.97408263618196,0.98491868441953,1.00658052994223
"672","Nov 12, 2019",1.00738372074214,1.02576818455877,0.973929359819143,0.985360254551772,1.00840118662481
"671","Nov 11, 2019",1.00780952658005,1.02659713570204,0.972302879076275,0.985017000536027,1.00919756651199
"670","Nov 8, 2019",1.00628241413373,1.02292146484765,0.971900652032941,0.989972522008684,1.00970105790592
"669","Nov 7, 2019",1.00799610096336,1.02207110863559,0.970980810401106,0.988365570036191,1.01142056664471
"668","Nov 6, 2019",1.00891525492083,1.02589103140831,0.970577549119151,0.986097721828007,1.00947108005438
"667","Nov 5, 2019",1.00887567505926,1.02755122843568,0.969680398699854,0.983777373305054,1.01119152226122
"666","Nov 4, 2019",1.01031626407026,1.03205722838579,0.966333363377895,0.985309064168028,1.00725498074326
"665","Nov 1, 2019",1.01234833039078,1.03517739347676,0.964936593789192,0.983347775128929,1.00565573285262
"664","Oct 31, 2019",1.01242410098846,1.03554908372321,0.966301959932253,0.982912555388595,1.00424364732149
"663","Oct 30, 2019",1.00981398362898,1.03519762269845,0.964025717846546,0.983296692188036,1.00916494333099
"662","Oct 29, 2019",1.00815289470173,1.03503287031712,0.965766477095857,0.984465925068708,1.00796775965542
"661","Oct 28, 2019",1.00775736593127,1.03491965054256,0.966352965372518,0.984206308001478,1.00812749075578
"660","Oct 25, 2019",1.00733527315663,1.03412026581717,0.967663740312779,0.98708478393624,1.00502296190615
"659","Oct 24, 2019",1.00823540459411,1.03558637011984,0.966382098815328,0.985686604240081,1.0054581516203
"658","Oct 23, 2019",1.00969507986222,1.03658683234885,0.965524278603742,0.982039152307252,1.00765547911325
"657","Oct 22, 2019",1.00894771897795,1.03747615076864,0.965346572207852,0.984735002012903,1.00496417734577
"656","Oct 21, 2019",1.01050953168985,1.03897934529789,0.964797285711327,0.979657186395131,1.00772601447832
"655","Oct 18, 2019",1.01127741685173,1.04057702845254,0.963592914918223,0.979512200843071,1.00682040500627
"654","Oct 17, 2019",1.00881784111683,1.03741589130382,0.965329685113393,0.983340722626509,1.00659475524898
"653","Oct 16, 2019",1.00632825806771,1.03720987149693,0.967446176356316,0.98533937870608,1.00503465825016
"652","Oct 15, 2019",1.00510905430751,1.03424455498814,0.969590565107922,0.987555321608833,1.00464761410261
"651","Oct 14, 2019",1.00343918937631,1.03044134532309,0.968406932418841,1.00003513634036,0.998648184156628
"650","Oct 11, 2019",1.00370494133217,1.03370393969493,0.967488232964786,0.997021141622335,0.999189144607789
"649","Oct 10, 2019",0.999787585716745,1.03376609817612,0.966904736968849,1.00958573016779,0.991158439352097
"648","Oct 9, 2019",0.995787833435762,1.03197436078015,0.966110282253004,1.02506467135811,0.98262160003068
"647","Oct 8, 2019",0.996134015095108,1.0340699849535,0.967718483850245,1.02429460730473,0.979396109965881
"646","Oct 7, 2019",0.997075361820111,1.03561219489105,0.967359438317224,1.01912401914896,0.982335748079129
"645","Oct 4, 2019",0.998540883169545,1.03713435845006,0.968143576880403,1.01723451196616,0.980478946342403
"644","Oct 3, 2019",0.998285267171578,1.03686886292701,0.968958313074786,1.01735039603325,0.980044631034662
"643","Oct 2, 2019",0.997226992644072,1.03576968622664,0.968567994452066,1.01852722995397,0.981386365545787
"642","Oct 1, 2019",0.995788048874285,1.03427512746728,0.969502212139764,1.01655709223565,0.985181914114445
"641","Sep 30, 2019",0.994348102706037,1.03277952756688,0.970957902525299,1.01633645125187,0.986770204209608
"640","Sep 27, 2019",0.995966680239951,1.03075597886536,0.969146076716725,1.01824109525223,0.987096166239099
"639","Sep 26, 2019",0.996127598737034,1.03235542053554,0.970787045666449,1.01565215023885,0.986249554419378
"638","Sep 25, 2019",0.997080050540751,1.03322661093625,0.969911078434478,1.01424300655584,0.986734807155285
"637","Sep 24, 2019",1.00251513803115,1.03661548149381,0.968262092867975,1.00843525506689,0.98548591201556
"636","Sep 23, 2019",1.00008973589603,1.03441273774405,0.968261440948408,1.01077042788638,0.98769306760607
"635","Sep 20, 2019",1.00203654146067,1.03250982047027,0.968013161287608,1.00896103069052,0.989615741433386
"634","Sep 19, 2019",1.00221448232351,1.03340672069058,0.966158229526775,1.0053625363577,0.99402450078584
"633","Sep 18, 2019",1.00066528875163,1.03028264331605,0.965623364323817,1.0080832121134,0.99643880786993
"632","Sep 17, 2019",1.00227749128729,1.03278722414181,0.963551921373794,1.00744062448779,0.995191331446217
"631","Sep 16, 2019",1.00056230090847,1.02747250271573,0.968079969692173,1.01137375434208,0.99348826756259
"630","Sep 13, 2019",1.00280913722865,1.03152826905199,0.963849548608273,1.0078490122744,0.995166757429737
"629","Sep 12, 2019",0.999848896958314,1.02846872357162,0.962068550133386,1.01844138806899,0.9925044922428
"628","Sep 11, 2019",0.998242889345997,1.03224142664642,0.965092087698743,1.01743263203603,0.988343868865842
"627","Sep 10, 2019",0.999836766315448,1.03330848230561,0.963653211174708,1.01729842111101,0.987351429778959
"626","Sep 9, 2019",1.00017567152426,1.03501026293475,0.963660476704378,1.01776891112891,0.9849310510603
"625","Sep 6, 2019",0.999578878250006,1.0334776780965,0.964681393197744,1.02256203376197,0.981314605293276
"624","Sep 5, 2019",0.999606325028034,1.03827002811021,0.964175893284092,1.01831989990292,0.981341550564663
"623","Sep 4, 2019",0.999342679694297,1.03763317337161,0.96392159269715,1.02483163106733,0.976219517883356
"622","Sep 3, 2019",0.995433787100983,1.03833305932889,0.965554880452502,1.03483090268545,0.968288085625546
"621","Sep 2, 2019",0.994726866914214,1.03658393514117,0.965292692459488,1.03559578078291,0.970157816579082
"620","Aug 30, 2019",0.996843118693348,1.03660212891977,0.965436459498752,1.0301588957473,0.973045560079789
"619","Aug 29, 2019",0.998512460022519,1.03655351708453,0.961207736928543,1.02924943108742,0.97660037867596
"618","Aug 28, 2019",0.999402706263394,1.04049811998737,0.960362706987326,1.02828354838434,0.973800525100279
"617","Aug 27, 2019",1.00176426980482,1.04252012112565,0.961352491384808,1.02416834569693,0.972514335198456
"616","Aug 26, 2019",1.00029731022793,1.03939470157258,0.95909293991838,1.02870127958482,0.974855904027108
"615","Aug 23, 2019",1.00502567993278,1.03623239684451,0.959882429594127,1.02838662361761,0.972727544961107
"614","Aug 22, 2019",1.00182252033835,1.03112477007232,0.96236809431119,1.02737472182455,0.979101910428925
"613","Aug 21, 2019",1.00007843445787,1.0263653136688,0.960373351322926,1.0361410692976,0.979050249581287
"612","Aug 20, 2019",1.00188258308735,1.0278238347483,0.960719551999358,1.03435974183048,0.977228783411712
"611","Aug 19, 2019",1.00028441024383,1.02475993364226,0.961103498804792,1.03635447253054,0.979435584504653
"610","Aug 16, 2019",1.00160822005905,1.02496641707451,0.961309347554279,1.03571248286041,0.97834067073622
"609","Aug 15, 2019",1.00156976955554,1.02364642039052,0.959886557219595,1.04120973404982,0.975912073686843
"608","Aug 14, 2019",1.00238442504511,1.02308082403948,0.95789328026131,1.04432361508658,0.974773064516828
"607","Aug 13, 2019",1.00083889663129,1.0242809480003,0.953646599536274,1.04271342264941,0.98098936934524
"606","Aug 12, 2019",1.00412628727521,1.02979006449093,0.953251980437213,1.04487673215395,0.970935077705928
"605","Aug 9, 2019",1.00237183241791,1.02860247726316,0.952653335993562,1.04682933422009,0.97255193766964
"604","Aug 8, 2019",1.00344671284111,1.0271831272448,0.955276998366243,1.03912649921302,0.977372392784726
"603","Aug 7, 2019",1.00309960658087,1.02902864483999,0.953451781454729,1.03801085058425,0.978876376709347
"602","Aug 6, 2019",1.00414713837225,1.02517173809029,0.954340585260865,1.03682387022781,0.981742606683292
"601","Aug 5, 2019",1.00405865342386,1.02864111613283,0.954042746047345,1.03900327548673,0.976769941513709
"600","Aug 2, 2019",1.00455514897069,1.01305014478169,0.962533842579469,1.0383811044832,0.983156122750761
"599","Aug 1, 2019",1.00355165564749,1.00592846165523,0.963708678792088,1.03923517349499,0.989084884006994
"598","Jul 31, 2019",1.00161525463141,1.00187721755926,0.962595437367428,1.03509052259622,1.00014377872707
"597","Jul 30, 2019",1.00321289018796,1.00353357780088,0.957190031681198,1.03724574360557,1.00044947207156
"596","Jul 29, 2019",1.00353879181383,1.00515733221299,0.958462328786113,1.03190871619606,1.00234092161885
"595","Jul 26, 2019",1.00649108843399,1.00603773383246,0.962888973160696,1.0212868488746,1.00427312992491
"594","Jul 25, 2019",1.00844829175163,1.00702697207217,0.962936628558158,1.01655743745739,1.00594823630426
"593","Jul 24, 2019",1.0094784224825,1.00804098317582,0.964457511463852,1.01607383371118,1.00280479779985
"592","Jul 23, 2019",1.00872150481236,1.00826714556255,0.962660671862435,1.01898742287867,1.00233074328155
"591","Jul 22, 2019",1.0109464574098,1.01077018846644,0.959941814428189,1.01805953714531,1.00138558282407
"590","Jul 19, 2019",1.01184542984617,1.01183072770546,0.95971842739321,1.01693071910284,1.00078954827866
"589","Jul 18, 2019",1.01449426667661,1.01415523222398,0.957587563266437,1.01551398700999,0.999497151908918
